"INSEE";"Appellation courante";"Date de protection";"Statut"
"12137";"Halle-oratoire du hameau de Naves";"2004";"propriété de la commune"
"12138";"Manoir de Curlande";"2001";"propriété privée"
"12138";"Chapelle Notre-Dame de Foncourrieu et logement du prieur attenant";"1988";"propriété de la commune"
"12140";"Dolmen du Bois de Galtier";"1889";"propriété privée ; propriété de la commune"
"12140";"Ancienne abbaye de Loc-Dieu";"1989";"propriété privée"
"12140";"Dolmen dit de Maire-Gaillard";"1978";"propriété privée"
"12140";"Dolmen";"1978";"propriété privée"
"12141";"Eglise";"1927";"propriété de la commune"
"12142";"Ancienne grange monastique de Ruffepeyre";"2002";"propriété privée"
"12145";"Tour du Beffroi";"1931";"propriété de la commune"
"12145";"Eglise Notre-Dame de l'Espinasse";"1945";"propriété de la commune"
"12145";"Ancien hôtel de Sambucy de Miers";"1999";"propriété de la commune ; propriété privée"
"12145";"Ancien hôtel de Galy";"1978";"propriété de la commune"
"12145";"Maison Marquès-Verdier";"2013";"propriété d'une société privée"
"12145";"Pont-Vieux";"1934";"propriété de l'Etat"
"12145";"Temple protestant";"2015";"propriété de la commune"
"12145";"Lavoir de l'Ayrolle";"1931";"propriété de la commune"
"12145";"Halle";"1978";"propriété de la commune"
"12145";"Site archéologique de la Graufesenque";"1951";"propriété privée ; propriété de la commune"
"12145";"Moulin du pont vieux";"2016";"propriété de la commune"
"12145";"Hôtel de Sambucy";"1992";"propriété privée"
"12145";"Site archéologique du dolmen 3 de Saint-Martin-du-Larzac";"1998";"propriété de l'Etat"
"12146";"Eglise paroissiale Saint-Etienne et Saint-Blaise";"2014";"propriété de la commune"
"12146";"Abbaye bénédictine Saint-Sernin";"2014";"propriété d'une association"
"12147";"Mine d’argent";"2015";"propriété privée"
"12153";"Eglise de Montjaux";"1909";"propriété de la commune"
"12153";"Château";"1978";"propriété privée"
"12153";"Maison Bermont";"1930";"propriété privée"
"12153";"Dolmen du Puech";"1889";"propriété privée ; propriété de la commune"
"12153";"Eglise Saint-Martin d'Ayguebonne";"2014";"propriété privée"
"12155";"Vieux pont de Saint-Maurice-de-Sorgues";"1969";"propriété de la commune"
"12156";"Château du Bousquet";"1928";"propriété privée"
"12157";"Pont sur l'Aveyron";"1944";"propriété du département"
"12157";"Château";"1976";"propriété privée"
"12160";"Château";"1982";"propriété privée"
"12160";"Eglise Notre-Dame des Champs";"1930";"propriété de la commune"
"12160";"Eglise de Liaucous";"1930";"propriété de la commune"
"12161";"Château Mage et château de la Servairie";"1995";"propriété d'une société privée"
"12164";"Monument aux morts de la guerre 1914-1918";"2018";"propriété de la commune"
"12164";"Vieille tour servant de porte de ville";"1913";"propriété de la commune"
"12164";"Eglise Saint-Thomas-de-Cantorbéry";"1932";"propriété de la commune"
"12164";"Eglise de Bromme";"1930";"propriété de la commune"
"12164";"Château de Venzac";"1989";"propriété privée"
"12164";"Maison Renaissance";"1929";"propriété d'une association"
"12165";"Site archéologique du dolmen de la Vitarelle III";"1998";"propriété privée"
"12167";"Vestiges du château et sa deuxième enceinte";"1925";"propriété privée"
"12167";"Fontaine publique";"1910";"propriété de la commune"
"12167";"Restes de la porte de Ville";"1928";"propriété privée"
"12167";"Eglise Saint-Jean";"1924";"propriété de la commune"
"12167";"Maison du Sénéchal";"1979";"propriété privée"
"12167";"Pont Saint-Blaise";"1987";"propriété de la commune"
"12168";"Ancienne église Sainte-Marie-des-Cuns";"1942";"propriété de la commune"
"12168";"Ancien hôtel Ayrolle des Angles, actuellement hôtel de ville";"2007";"propriété de la commune"
"12168";"Eglise Saint-Michel de Rouviac";"2007";"propriété de la commune"
"12168";"Pont sur la Dourbie";"1944";"propriété de l'Etat"
"12168";"Eglise Saint-Pierre";"1862";"propriété de la commune"
"12168";"Halles";"1944";"propriété de la commune"
"12168";"Ancienne chapelle de Saint-Martin-du-Vigan";"1936";"propriété privée"
"12169";"Porte des Anglais";"1978";"propriété de la commune"
"12170";"Château de Marinesque";"1973";"propriété privée"
"12171";"Château de Combret";"2021";"propriété privée"
"12174";"Croix de chemin en grès rose du 15e siècle";"1910";"propriété de la commune"
"12176";"Eglise Saint-Joseph l'Artisan";"2005";"propriété de la commune"
"12176";"Château et sa chapelle, actuellement église paroissiale";"1977";"propriété de la commune"
"12176";"Château de Canac";"1990";"propriété privée"
"12177";"Site archéologique du dolmen de Luc I";"1994";"propriété privée"
"12177";"Eglise";"1927";"propriété de la commune"
"12180";"Chateau de Triadou";"2015";"propriété privée"
"12181";"Ancienne porte de Ville, dite Porte de la Barbacane";"1993";"propriété de la commune"
"12181";"Ancienne synagogue";"1992";"propriété de la commune"
"12181";"Ancien hôpital des Anglais";"1992";"propriété de la commune"
"12181";"Château Inférieur";"1995";"propriété de la commune"
"12181";"Château de La Caze et sol de la parcelle";"2018";NA
"12181";"Ancienne église Notre-Dame-de-Laval";"1995";"propriété de la commune"
"12181";"Marché couvert médiéval";"1992";"propriété de la commune"
"12182";"Eglise";"1928";"propriété de la commune"
"12182";"Ancienne grange monastique, dite château de Galinières, et ses annexes";"1928";"propriété privée ; propriété de la commune"
"12183";"Croix de pierre";"1929";"propriété de la commune"
"12183";"Eglise";"1929";"propriété de la commune"
"12185";"Eglise du Poujol";"1987";"propriété de la commune"
"12185";"Pont Saint-Georges de Camboulas sur le Viaur";"1978";"propriété de la commune"
"12186";"Fontaine";"1983";"propriété de la commune"
"12187";"Eglise";"1929";"propriété de la commune"
"12192";"Château de Falgous";"1994";"propriété privée"
"12194";"Chapelle Saint-Clair de Verdun";"1999";"propriété de la commune"
"12198";"Eglise Saint-Martial";"1923";"propriété de la commune"
"12200";"Château de Peyrelade";"1998";"propriété de la commune"
"12201";"Eglise de Lagnac";"1983";"propriété de la commune"
"12201";"Eglise";"1991";"propriété de la commune"
"12201";"Site archéologique du dolmen du Roc de la Françoune";"1994";"propriété privée"
"12201";"Château de Dalmayrac";"1993";"propriété privée"
"12202";"Préfecture";"1947";"propriété du département"
"12202";"Maison";"1947";"propriété privée"
"12202";"Hôtel du Cheval Noir";"1947";"propriété privée"
"12202";"Maison";"1950";"propriété privée"
"12202";"Ancien collège des Jésuites ou ancien lycée Foch";"1927";"propriété du département ; propriété de la commune"
"12202";"Maison";"1950";"propriété privée"
"12202";"Cathédrale Notre-Dame";"1862";"propriété de l'Etat"
"12202";"Maison";"1947";"propriété d'une société privée"
"12202";"Maison des Anglais";"1862";NA
"12202";"Maison";"1947";"propriété privée"
"12202";"Maison";"1947";"propriété privée"
"12202";"Maison dite du Chapître";"1928";"propriété privée"
"12202";"Maison";"1947";"propriété privée"
"12202";"Hôtel Séguret";"1944";"propriété d'une société privée"
"12202";"Maison d'Armagnac";"1862";"propriété privée"
"12202";"Maison";"1950";"propriété privée"
"12202";"Château de Saint-Félix";"1984";"propriété privée"
"12202";"Ancien évêché";"2017";"propriété du département"
"12202";"Maison de Benoit";"1944";"propriété privée"
"12202";"Eglise Saint-Amans";"1943";"propriété de la commune"
"12202";"Ancienne chartreuse";"1942";"propriété de l'Etat ; propriété de la commune"
"12202";"Maison";"1947";"propriété privée"
"12202";"Maison";"1950";"propriété privée"
"12202";"Grand Hôtel Le Broussy, aujourd'hui Hôtel Mercure, et Grand Café Riche, actuel café Le Broussy";"2014";"propriété privée"
"12202";"Pont de La Guioule-sous-Rodez";"1947";"propriété de la commune"
"12202";"Immeubles";"1944";NA
"12202";"Presbytère de la cathédrale";"1950";"propriété d'une association"
"12202";"Hôtel de Bonald";"1991";"propriété privée"
"12202";"Eglise du Sacré-Coeur";"2005";"propriété de la commune"
"12202";"Maison Renaissance dite de l'Annonciation";"1976";"propriété privée"
"12204";"Eglise Notre-Dame-des-Treilles";"1927";"propriété de la commune"
"12208";"Dolmen de Tièrgues";"1889";"propriété privée"
"12208";"Château de Mas Rougier";"1979";"propriété privée"
"12208";"Pont";"1886";"propriété de la commune"
"12208";"Pressoir en pierre de Savignac de type en écusson";"1980";"propriété privée"
"12213";"Sanctuaires antiques des Basiols";"1992";"propriété privée"
"12213";"Ancienne église Saint-Jacques de Salsac";"1995";"propriété privée"
"12213";"Château de Saint-Beauzély, actuellement musée d'art et de tradition populaire";"1998";"propriété de la commune"
"12213";"Ancien prieuré de Comberoumal";"1929";"propriété privée"
"12214";"Eglise Notre-Dame-des-Pauvres";"1925";"propriété de la commune"
"12214";"Tour de Bonnefon";"1979";"propriété privée"
"12214";"Pont des Pélerins";"2005";"propriété de la commune"
"12216";"Ancien château de la famille des Castelnau, actuellement hôtel de ville";"1999";"propriété de la commune"
"12216";"Ancienne église Saint-Pierre de Boisse ou ancienne église des Pénitents";"1991";"propriété de la commune"
"12216";"Eglise Saint-Côme";"1927";"propriété de la commune"
"12216";"Portail roman de Levignac";"1950";"propriété privée"
"12217";"Eglise";"1931";"propriété de la commune"
"12219";"Château";"1976";"propriété privée"
"12219";"Eglise";"1923";"propriété de la commune"
"12220";"Ancien château des Templiers, ancienne commanderie des Hospitaliers";"1976";"propriété de la commune ; propriété privée"
"12220";"Eglise";"1927";"propriété de la commune"
"12222";"Pont faisant franchir la Sorgues";"1944";"propriété de la commune"
"12223";"Croix du 16e siècle";"1927";"propriété de la commune"
"12223";"Calvaire";"1927";"propriété de la commune"
"12223";"Chapelle de Mels";"1928";"propriété de la commune"
"12224";"Ancien couvent des Pénitents";"1926";"propriété de la commune"
"12224";"Ancien hôtel de Ricard (Ecole Saint-Louis)";"1996";"propriété de la commune"
"12224";"Ancien hospice";"1979";"propriété de la commune"
"12224";"Eglise paroissiale";"1931";"propriété de la commune"
"12224";"Ancien hôtel du Ravieux";"1979";"propriété d'une société privée"
"12225";"Chapelle de Luzençon";"1996";"propriété privée"
"12225";"Château de Saint-Geniez de Bertrand";"1978";"propriété privée ; propriété de la commune"
"12225";"Ferme fortifiée des Brouzes";"1990";"propriété privée"
"12228";"Château";"1991";"propriété de la commune"
"12232";"Domaine de la Vialette";"1984";"propriété privée"
"12237";"Eglise Notre-Dame d'Estables";"2008";"propriété de la commune"
"12238";"Site archéologique du dolmen de la Baldare";"1994";"propriété privée"
"12241";"Eglise";"1925";"propriété de la commune"
"12241";"Eglise d'Inières";"1921";"propriété de la commune"
"12241";"Maison Renaissance";"1978";"propriété privée"
"12241";"monument à la Résistance, butte de tir et tranchée";"2017";"propriété de la commune"
"12243";"Château de Mélac";"1992";"propriété privée"
"12247";"Eglise Saint-Saturnin";"1924";"propriété de la commune"
"12248";"Maison du 15e siècle";"1934";"propriété privée"
"12248";"Eglise";"1930";"propriété de la commune"
"12248";"Maison Malaval";"2003";"propriété privée"
"12248";"Ancien hôtel de ville";"1897";NA
"12250";"Eglise";"1927";"propriété de la commune"
"12253";"Château de Larguiès";"1981";"propriété privée"
"12253";"Eglise";"1927";"propriété de la commune"
"12253";"Maison du 15s";"1928";"propriété privée"
"12253";"Ancien château";"1928";"propriété privée"
"12254";"Eglise Saint-Amans de Cadayrac";"2004";"propriété de la commune"
"12254";"Dolmen de Saint-Antonin";"1989";"propriété privée"
"12254";"Site archéologique du dolmen I de Montaubert";"1993";"propriété privée"
"12254";"Site archéologique du dolmen de Seveyrac ou de Perignagol II";"1997";"propriété privée"
"12254";"Vestiges du théâtre antique (gallo-romain) de Cadayrac";"2015";"propriété privée"
"12254";"Site archéologique du dolmen de Pérignagol I";"1994";"propriété privée"
"12254";"Eglise Saint-Austremoine";"1942";"propriété de la commune"
"12254";"Eglise du Bourg";"1937";"propriété de la commune"
"12254";"Château de Cougousse";"1993";"propriété privée"
"12254";"Maison de la fin du 18e siècle";"1947";"propriété privée"
"12254";"Grange monastique dite tour de La Vayssière";"2016";"propriété privée"
"12254";"Château du Colombier";"1995";"propriété privée"
"12254";"Dolmen et tumulus du Genevrier";"1889";"propriété privée"
"12254";"Château de la Garde";"1976";"propriété privée"
"12254";"Eglise de Souyris";"1944";"propriété de la commune"
"12254";"Site archéologique du dolmen III des Vézinies";"1997";"propriété privée"
"12254";"Croix datée de 1789";"1947";"propriété de la commune"
"12256";"Château";"1991";"propriété privée"
"12257";"Eglise Saint-Clair";"1984";"propriété de la commune"
"12259";"Château";"1967";"propriété privée"
"12262";"Eglise paroissiale Saint-Christophe";"1999";"propriété de la commune"
"12263";"Château de la Pèze";"1994";"propriété privée"
"12264";"Gisement préhistorique du Rescoundudou";"1993";"propriété de la commune"
"12265";"Pont dit d'Estaing";NA;NA
"12266";"Eglise de Saint-Agnan";"1979";"propriété de la commune"
"12266";"Deux croix de pierre";"1979";"propriété de la commune"
"12266";"Eglise de Saint-Etienne de Viauresque";"1979";"propriété de la commune"
"12268";"Château";"1979";"propriété privée"
"12268";"Château de Montarnal";"1997";"propriété privée"
"12270";"Ruines du château";"1922";"propriété de la commune"
"12270";"Eglise Saint-Dalmazy";"1930";"propriété de la commune"
"12270";"Château d'Engayresque";"1991";"propriété privée"
"12270";"Château d'Auberoques";"1991";"propriété privée"
"12274";"Ancienne abbaye";"1862";"propriété de la commune"
"12280";"Eglise Notre-Dame";"1975";"propriété de la commune"
"12280";"Chapelle de Laussac";"1974";"propriété de la commune"
"12281";"Château de Toulonjac";"1993";"propriété privée"
"12286";"Eglise (ancienne cathédrale)";"1992";"propriété de la commune"
"12286";"Ancien évêché";"1983";"propriété d'une association"
"12292";"Ancienne église";"1928";"propriété privée"
"12292";"Château de Versols";"1988";"propriété privée"
"12292";"Château de Montalegre";"1978";"propriété privée"
"12293";"Prieuré de Saint-Jean-de-Balmes";"1989";"propriété de la commune"
"12294";"Eglise de Saint-Amans-du-Ram";"1991";"propriété de la commune"
"12294";"Château";"1990";"propriété privée"
"12295";"Tour";"1993";"propriété privée ; propriété d'une association"
"12296";"Site archéologique du dolmen de Cazarède";"1997";"propriété privée"
"12296";"Maison du 13e siècle, à l'entrée du village du Minier";"1932";"propriété privée"
"12297";"Eglise Saint-Martin-de-Cormières";"1988";"propriété de la commune"
"12298";"Porte de la ville";"1992";"propriété de la commune"
"12298";"Chapelle de Servières";"1992";"propriété de la commune"
"12300";"Maison Besson";"1928";"propriété privée"
"12300";"Maison Bouillac";"1932";"propriété privée"
"12300";"Maison";"1928";"propriété privée"
"12300";"Château de Graves";"1991";"propriété privée"
"12300";"Eglise Notre-Dame";"1892";"propriété de la commune"
"12300";"Fontaine monolithe";"1920";"propriété de la commune"
"12300";"Théâtre municipal (ancienne salle des fêtes)";"1993";"propriété de la commune"
"12300";"Maison Palis";"1932";"propriété privée"
"12300";"Maison Salingardes";"1932";"propriété privée"
"12300";"Maison Breton";"1932";"propriété privée"
"12300";"Maison du Rieu";"1932";"propriété privée"
"12300";"Maison Labarie";"1932";"propriété privée"
"12300";"Maison Armand";"1932";"propriété privée"
"12300";"Maison Pomairols ou maison du Président Raynal";"1943";"propriété privée"
"12300";"Maison du 15e siècle";"1914";"propriété privée"
"12300";"Maison Maravelle";"1932";"propriété privée"
"12300";"Ancienne chartreuse Saint-Sauveur";"1840";"propriété de la commune"
"12300";"Maison Ricard";"1932";"propriété privée"
"12300";"Ensemble formé par la place Notre-Dame";"1996";"propriété privée ; propriété de la commune"
"12300";"Maison Almaric";"1932";"propriété privée"
"12300";"Ancienne église Saint-Jacques";"2003";"propriété de la commune"
"12300";"Chapelle des Pénitents Noirs";"1920";"propriété de la commune"
"12300";"Maison Almaric";"1932";"propriété privée"
"12300";"Maison Soulie";"1932";"propriété privée"
"12300";"Maison Ganac";"1932";"propriété privée"
"12300";"Maison Trebosc";"1932";"propriété privée"
"12300";"Maison Renaissance dite maison Bernays ou maison Jean-Imbert de Dardennes";"1916";"propriété privée"
"12300";"Maison";"1935";"propriété privée"
"12301";"Ancienne église de Toulongergues";"1988";"propriété de la commune"
"12301";"Pigeonnier du Foirail";"2011";"propriété de la commune"
"12301";"Porte de ville à machicoulis";"1928";"propriété de la commune"
"12301";"Château de Ginals";"1980";"propriété privée"
"12301";"Porte de ville carrée";"1928";"propriété de la commune"
"12301";"Château (ancien prieuré) de Toulongergues";"1997";"propriété privée"
"12301";"Ancien prieuré";"1996";"propriété de la commune"
"12301";"Maison voisine de la porte de ville carrée";"1928";"propriété privée"
"12301";"Eglise Saint-Augustin";"2021";"propriété de la commune"
"12301";"Léproserie dite maladerie";"2022";"propriété de la commune"
"12301";"Eglise du Saint-Sépulcre";"1925";"propriété de la commune"
"13001";"Thermes romains (vestiges)";"1922";"propriété de la commune"
"13001";"Oratoire Notre-Dame";"1935";"propriété privée"
"13001";"Hôtel d'Esmivy de Moissac, dit aussi hôtel de Villars";"1993";"propriété privée ; propriété d'une société privée"
"13001";"Hôtel de Boades";"1947";"propriété de la commune"
"13001";"Bastide du Jas de Bouffan, dénommée aussi propriété Granel-Corsy du Jas de Bouffan";"2001";"propriété de la commune"
"13001";"Hôtel";"1949";"propriété privée"
"13001";"Eglise Saint-Esprit";"1985";"propriété de la commune"
"13001";"Immeuble dit Enclos des Décormis";"1942";"propriété d'une société privée"
"13001";"Immeuble";NA;NA
"13001";"Château de la Pioline";"1976";"propriété privée"
"13001";"Immeuble";"1942";"propriété privée"
"13001";"Immeubles formant la place d'Albertas";"2000";"propriété de la commune ; propriété privée"
"13001";"Hôtel Meynier de Lambert (ancien)";"1984";"propriété privée"
"13001";"Halle aux grains (ancienne)";"1983";"propriété de la commune"
"13001";"Hôtel de Boisgelin";"1964";"propriété privée"
"13001";"Immeuble du Café des Deux Garçons";"1984";"propriété privée"
"13001";"Eglise de la Madeleine, ou ancienne église des Prêcheurs";"1988";"propriété de la commune"
"13001";"Hôtel d'Arlatan-Lauris dit aussi d'Arlatan de Montaud ou Bonnecorse-Lubières";"1983";"propriété privée"
"13001";"Hôtel de Grimaldi-Régusse (ancien)";"1973";"propriété privée"
"13001";"Couvent des Prêcheurs (vestiges) (voir aussi Eglise de la Madeleine)";"1988";"propriété de la commune"
"13001";"Maison";"1929";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Mosaïque (transportée au musée d'Aix)";"1930";"propriété privée"
"13001";"Hôtel de Joursenvault ou de Carondelet";"1987";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Hôtel de Fonvert";"1929";"propriété privée"
"13001";"Hôtel d'Oléon-Boysseulh";"1980";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Fondation Vasarely";"2013";"propriété d'une association ; propriété d'une société privée"
"13001";"Hôtel de Suffren (ou de Forbin d'Oppède)";"1929";"propriété privée"
"13001";"Domaine du Grand-Saint-Jean";"1975";"propriété de la commune"
"13001";"Château de Montjustin (ou de la Gourdonne)";"1979";"propriété privée"
"13001";"Hôtel Villeneuve d'Ansouis";"1984";"propriété privée"
"13001";"Fontaine des Prêcheurs";"1905";"propriété de la commune"
"13001";"Fontaine des Augustins";"1949";"propriété de la commune"
"13001";"Hôtel d'Estienne de Saint-Jean, actuellement Musée du Vieil Aix";"1937";"propriété de l'Etat"
"13001";"Hôtel de Gueydan";"1941";NA
"13001";"Hôtel de Lacépède";"1929";"propriété privée"
"13001";"Bastide la Torse dite aussi château de la Torse";"1987";"propriété d'une société privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Bastide d'Orcel";"1984";"propriété privée"
"13001";"Hôtel de Châteaurenard";"1990";"propriété de la commune"
"13001";"Hôtel de Châteauneuf ou de Guillebert ou Dedons-de-Pierrefeu";"1929";"propriété privée"
"13001";"Hôtel Peyronetti";"1983";"propriété privée"
"13001";"Chapelle des Ursulines";"1924";"propriété de la commune"
"13001";"Hôtel de Carcès";"1988";"propriété privée"
"13001";"Hôtel d'Ailhaut";"1929";"propriété privée"
"13001";"Hôtel d'Albertas";"1926";"propriété privée"
"13001";"Prieuré des Hospitaliers de Saint-Jean-de-Malte, actuellement Musée Granet";"1979";"propriété de la commune"
"13001";"Fontaine des Tanneurs";"1949";"propriété de la commune"
"13001";"Aqueduc de Roquefavour";NA;NA
"13001";"Hôtel Guiran de la Brillanne ou de Rémusat, de Sallier, de Gassier, de la Panouse";"1987";"propriété privée"
"13001";"Ancien archevêché, puis Musée des tapisseries et théâtre";"1926";"propriété de la commune"
"13001";"Eglise Saint-Jean-de-Malte";"1840";"propriété de la commune"
"13001";"Chapelle Notre-Dame de Consolation, dite chapelle Saint-Jacques ou de l'Hôpital";"1987";"propriété de la commune"
"13001";"Hôtel de Simiane, dit aussi hôtel de Grignan-Simiane";"1989";"propriété privée"
"13001";"Ancien Hôtel Maynier d'Oppède ou Thomassin de Saint-Paul";"1982";"propriété de la commune"
"13001";"Château de la Gaude";"1963";"propriété privée"
"13001";"Oratoire de Sainte-Mitre";"1935";"propriété privée"
"13001";"Oratoire Notre-Dame";"1935";"propriété privée"
"13001";"Eglise de Puyricard";"1975";"propriété de la commune"
"13001";"Hôtel Ricard de Saint Albin, dit aussi hôtel Ribbe";"1991";"propriété d'une société privée"
"13001";"Hôtel de Reboul-Lambert dit aussi de Lagoy ou Vermond";"1990";"propriété privée"
"13001";"Cathédrale Saint-Sauveur";"1840";"propriété de l'Etat"
"13001";"Fontaine des Bagniers";"1949";"propriété de la commune"
"13001";"Bastide dite Campagne Bruguier ou Campagne Coustoulin";"1984";"propriété privée"
"13001";"Hôtel Silvy ou Ripert de Montclar ou Bourguignon de Fabregoules";"1929";"propriété privée"
"13001";"Hôtel de Roquesaule";"1929";"propriété privée"
"13001";"Hôtel d'Oraison";"1987";"propriété privée"
"13001";"Ancien couvent des Carmélites, actuel couvent des Oblats";"1911";"propriété privée ; propriété d'une société privée"
"13001";"Caserne Forbin";"1926";"propriété de la commune"
"13001";"Immeuble";NA;NA
"13001";"Ancien hôtel de Venel";"2014";"propriété de la commune"
"13001";"Couvent des Jésuites (ancien)";"1982";"propriété d'une société privée"
"13001";"Bastide Bel-Air";"1980";"propriété d'une société privée"
"13001";"Hôtel de Maliverny";"1971";"propriété d'une société privée"
"13001";"Hôtel du Poët";"1987";"propriété privée"
"13001";"Fontaine des Neuf Canons";"1929";"propriété de la commune"
"13001";"Maison";"1929";"propriété privée"
"13001";"Bastide de Repentance";"1984";"propriété privée"
"13001";"Fontaine";"1929";"propriété de la commune"
"13001";"Château de Lenfant (ou Lanfant)";"1982";"propriété privée ; propriété de la commune"
"13001";"Château de la Calade";"2011";"propriété privée"
"13001";"Immeuble";NA;NA
"13001";"Bastide, dénommée aussi château de la Mignarde";"1995";"propriété privée"
"13001";"Tuilerie des Milles, ancien camp d'internement";"1993";"propriété de l'Etat ; propriété d'une société privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Hôtel Ravel d'Esclapon, dit aussi Boyer de Fonscolombe";"1989";"propriété privée"
"13001";"Hôtel";"1929";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Fontaine";"1905";"propriété de la commune"
"13001";"Maison";"1929";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Hôtel d'Agut";"2000";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Maison dite La Félicité";"1969";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Couvent des Bénédictines et couvent des Ursulines (anciens) , actuellement collège Mignet";"1991";"propriété de la commune"
"13001";"Maison";"1929";"propriété privée"
"13001";"Hôtel d'Olivary dit aussi hôtel Paradis ou hôtel de Silvacane ou Revest-de-Montvert ou Pignet-Guelton";"1995";"propriété privée"
"13001";"Hôtel Boyer de Fonscolombe dit aussi de Saporta ou de Vitrolles";"1989";"propriété de l'Etat"
"13001";"Eglise Saint-Jean-Baptiste du Faubourg";"1983";"propriété de la commune"
"13001";"Pavillon Trimont";"1953";"propriété privée"
"13001";"Maison";"1929";"propriété privée"
"13001";"Pavillon de Cézanne";"1974";"propriété de la commune"
"13001";"Hôtel de Panisse";"1929";"propriété privée"
"13001";"Bastide de Romégas, à Puyricard";"1996";"propriété privée"
"13001";"Hôtel Boyer d'Eguilles";"1988";"propriété d'une association"
"13001";"Immeuble";"1949";"propriété privée"
"13001";"Pavillon Lenfant (ou de l'Enfant)";"1984";"propriété de l'Etat"
"13001";"Théâtre municipal";"1981";"propriété de la commune"
"13001";"Pavillon de Vendôme (ou de la Molle)";"1914";"propriété de la commune"
"13001";"Immeuble";"1949";"propriété privée"
"13001";"Hôtel d'Antoine ou de Lestang-Parade";"1929";"propriété privée"
"13001";"Vestiges de l'oppidum celto-ligure d'Entremont";"1946";"propriété de l'Etat ; propriété privée"
"13001";"Hôtel de Forbin";"1990";"propriété privée"
"13001";"Hôtel de Valbelle";"1983";"propriété de l'Etat"
"13001";"Hôtel de ville";"1995";"propriété de la commune"
"13001";"Hôtel de Taillas";"1929";"propriété privée"
"13001";"Hôtel d'Arbaud-Jouques";"1990";"propriété privée"
"13001";"Pont franchissant l'Arc dit """"Pont de Saint-Pons""""";"1944";"propriété du département"
"13001";"Hôtel Paul Arbaud";"1989";"propriété privée"
"13001";"Immeuble";NA;NA
"13001";"Hôtel Boyer de Bandol ou de Castillon";"1990";"propriété privée"
"13001";"Mur romain";"1932";"propriété de l'Etat"
"13001";"Fontaine des Quatre-Dauphins";"1905";"propriété de la commune"
"13001";"Aqueduc gallo-romain";"1963";"propriété de la commune"
"13001";"Hôtel Bonnet de la Beaume";"1990";"propriété privée"
"13001";"Faculté de Droit";"1929";"propriété de la commune"
"13001";"Chapelle des Pénitents Bleus";"1942";NA
"13001";"Château de Saint-Pons";"2020";"propriété privée"
"13001";"Château du Seuil, à Puyricard";"1993";"propriété d'une société privée"
"13001";"Hôtel Isoard de Vauvenargues dit aussi d'Entrecasteaux ou Boniface-Laidet";"1989";"propriété privée"
"13001";"Casino municipal";NA;"propriété de la commune"
"13001";"Fontaine";"1929";"propriété de l'Etat"
"13001";"Maison";"1929";"propriété privée"
"13001";"Hôtel de Gastaud (ou hôtel de Foresta ou hôtel de Montéty)";"1990";"propriété privée"
"13001";"Logis du Bras d'Or ou maison de Darius Milhaud";"2002";"propriété de la commune"
"13001";"Monument de Joseph Sec";"1969";"propriété de la commune"
"13001";"Hôtel Félix du Muy";"1992";"propriété privée"
"13001";"Hôtel d'Aiguines ou Eguines";"1984";"propriété privée"
"13001";"Hôtel particulier";"1972";"propriété privée"
"13001";"Hôtel d'Espagnet ou Maurel de Pontevès";"1990";"propriété de la commune"
"13001";"Terrain contenant les vestiges archéologiques du Jardin de Grassi (675 m2)";"1958";"propriété de la commune"
"13001";"Chapelle des Pénitents Blancs des Carmes";"1951";"propriété de la commune"
"13001";"Couvent des Augustins (ancien)";"1926";"propriété de la commune ; propriété privée"
"13001";"Hôtel de Thoron";"1989";"propriété privée"
"13001";"Bastide Les Brégues d'Or";"1989";"propriété privée"
"13001";"Hôtel de Réauville ou de la Tour d'Aigues ou de Caumont";"1990";"propriété de la commune"
"13001";"Hôtel de Gastaud ou hôtel Ravel d'Esclapon";"1990";"propriété de la commune"
"13001";"Monuments gallo-romains";"1963";NA
"13001";"Immeuble";"1949";"propriété privée"
"13001";"Palais de Justice";"1979";"propriété de l'Etat"
"13001";"Fontaine de la Mule Noire";"1949";"propriété de la commune"
"13001";"Immeuble";"1949";"propriété privée"
"13001";"Hôtel Raousset-Boulbon dit aussi Fauris de Saint-Vincens ou de Rascas";"1987";"propriété privée"
"13001";"Hôtel des Cariolis";"1929";"propriété privée"
"13002";"Campagne Vallombert";"2003";"propriété privée"
"13002";"Eglise Saint-Sébastien";"1983";"propriété de la commune"
"13002";"Chapelle Notre-Dame de Beauvois et vestiges du château";"1984";"propriété d'une association"
"13002";"Château de Fontvieille";"1978";"propriété privée"
"13003";"Fragments antiques de la porte de la ville et de la chapelle du cimetière";"1915";"propriété de la commune"
"13003";"Chapelle des Pénitents Blancs, dite Notre-Dame-de-Pitié";"1965";"propriété d'une association"
"13003";"Chapelle romane du cimetière";"1921";"propriété de la commune"
"13004";"Obélisque antique";"1840";"propriété de la commune"
